"X.."	"X.logFC."	"X.logCPM."	"X.LR."	"X.PValue."	"X.FDR."	"Mouse"	"Human"	"Drosophila"	"Aplysia.clifornica"	"Saccoglossus.kowalevskii"	"Cluster"
"PladumEVm015589"	"PladumEVm015589"	1.71327602296899	2.82756155055676	30.8536075635036	2.78244400779196e-08	1.52375879605397e-06	"sp|Q9JIF3|GTR8_MOUSE Solute carrier family 2, facilitated glucose transporter member 8 OS=Mus musculus OX=10090 GN=Slc2a8 PE=1 SV=2"	"NP_055395.2 solute carrier family 2, facilitated glucose transporter member 8 isoform 1 [Homo sapiens]"	"gi|24652793|ref|NP_610694.1| trehalose transporter 1-2 [Drosophila melanogaster]"	"XP_005101931.1 solute carrier family 2, facilitated glucose transporter member 8 [Aplysia californica]"	"XP_002733383.2 PREDICTED: solute carrier family 2, facilitated glucose transporter member 8-like, partial [Saccoglossus kowalevskii]"	0
"PladumEVm003185"	"PladumEVm003185"	-1.70170273615026	5.84769922638387	30.6982023946852	3.01444185273379e-08	1.64052311359292e-06	"."	"."	"."	"."	"."	0
"PladumEVm032142"	"PladumEVm032142"	1.49550354908289	4.49182688948204	30.4602904099901	3.40770894510356e-08	1.83737566100267e-06	"sp|P54116|STOM_MOUSE Stomatin OS=Mus musculus OX=10090 GN=Stom PE=1 SV=3"	"NP_004090.4 erythrocyte band 7 integral membrane protein isoform a [Homo sapiens]"	"gi|45556022|ref|NP_996512.1| uncharacterized protein Dmel_CG33253, isoform A [Drosophila melanogaster]"	"XP_012946744.1 band 7 protein AGAP004871 [Aplysia californica]"	"NP_001161585.1 MEC2-like protein [Saccoglossus kowalevskii]"	6
"PladumEVm009286"	"PladumEVm009286"	1.58354376247524	4.88252320497455	30.4205641447453	3.47821319018055e-08	1.8725006263747e-06	"sp|Q761V0|SC6A5_MOUSE Sodium- and chloride-dependent glycine transporter 2 OS=Mus musculus OX=10090 GN=Slc6a5 PE=1 SV=1"	"NP_004202.4 sodium- and chloride-dependent glycine transporter 2 isoform 1 [Homo sapiens]"	"gi|281364136|ref|NP_611836.2| CG5549 [Drosophila melanogaster]"	"XP_012946005.1 sodium- and chloride-dependent glycine transporter 1 [Aplysia californica]"	"XP_002741096.1 PREDICTED: sodium- and chloride-dependent glycine transporter 1-like [Saccoglossus kowalevskii]"	2
"PladumEVm016658"	"PladumEVm016658"	1.51514943595049	2.77118423160404	30.3210165664242	3.66137178992305e-08	1.96807183027879e-06	"sp|Q8CHX6|MBTP2_MOUSE Membrane-bound transcription factor site-2 protease OS=Mus musculus OX=10090 GN=Mbtps2 PE=2 SV=1"	"NP_056968.1 membrane-bound transcription factor site-2 protease [Homo sapiens]"	"gi|19922044|ref|NP_610705.1| site-2 protease [Drosophila melanogaster]"	"XP_005109480.1 membrane-bound transcription factor site-2 protease [Aplysia californica]"	"XP_006815124.1 PREDICTED: membrane-bound transcription factor site-2 protease-like [Saccoglossus kowalevskii]"	2
"PladumEVm163482"	"PladumEVm163482"	-1.68271837622633	3.90768101504913	30.0503104546783	4.20981130140633e-08	2.25247468698064e-06	"."	"."	"."	"."	"."	6
"PladumEVm039318"	"PladumEVm039318"	1.37952977513734	7.91308373544071	29.9101427260666	4.52539332875175e-08	2.4065862635199e-06	"sp|P24369|PPIB_MOUSE Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2"	"NP_000933.1 peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]"	"gi|20130249|ref|NP_611695.1| CG2852, isoform A [Drosophila melanogaster]"	"XP_005104908.1 peptidyl-prolyl cis-trans isomerase B [Aplysia californica]"	"XP_002735150.1 PREDICTED: peptidyl-prolyl cis-trans isomerase B-like [Saccoglossus kowalevskii]"	2
"PladumEVm006058"	"PladumEVm006058"	1.29909116227296	5.67406067428716	29.8087128196443	4.76844175197892e-08	2.52814243357195e-06	"sp|Q9EQK5|MVP_MOUSE Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=4"	"NP_059447.2 major vault protein isoform 1 [Homo sapiens]"	"gi|24582773|ref|NP_609204.2| oligosaccharide transferase gamma subunit [Drosophila melanogaster]"	"XP_005108623.1 major vault protein [Aplysia californica]"	"XP_006815257.1 PREDICTED: major vault protein-like [Saccoglossus kowalevskii]"	0
"PladumEVm025002"	"PladumEVm025002"	-1.83096708103206	3.6353430355191	29.7383030494616	4.94480857729341e-08	2.61371659428221e-06	"."	"."	"."	"."	"."	3
"PladumEVm036022"	"PladumEVm036022"	1.2819594920536	6.93250091143668	29.6128566099491	5.27538718374754e-08	2.7716804934279e-06	"sp|O89113|IER5_MOUSE Immediate early response gene 5 protein OS=Mus musculus OX=10090 GN=Ier5 PE=2 SV=1"	"NP_057629.2 immediate early response gene 5 protein [Homo sapiens]"	"."	"."	"XP_006818459.1 PREDICTED: immediate early response gene 5-like protein-like [Saccoglossus kowalevskii]"	0
"PladumEVm046030"	"PladumEVm046030"	1.50090572845642	6.69899182453245	29.1322751867847	6.76013774769015e-08	3.47341842303744e-06	"sp|Q9D1D4|TMEDA_MOUSE Transmembrane emp24 domain-containing protein 10 OS=Mus musculus OX=10090 GN=Tmed10 PE=1 SV=1"	"NP_006818.3 transmembrane emp24 domain-containing protein 10 precursor [Homo sapiens]"	"gi|28571872|ref|NP_651323.3| baiser [Drosophila melanogaster]"	"XP_005091437.1 transmembrane emp24 domain-containing protein 10 [Aplysia californica]"	"XP_006823743.1 PREDICTED: transmembrane emp24 domain-containing protein 10-like [Saccoglossus kowalevskii]"	2
"PladumEVm046791"	"PladumEVm046791"	1.36062244635547	2.81103046981907	29.089729327757	6.91023534578856e-08	3.53494454972923e-06	"sp|Q9CQU3|RER1_MOUSE Protein RER1 OS=Mus musculus OX=10090 GN=Rer1 PE=1 SV=1"	"NP_008964.3 protein RER1 [Homo sapiens]"	"gi|21356291|ref|NP_651362.1| uncharacterized protein Dmel_CG11857, isoform A [Drosophila melanogaster]"	"XP_012943094.1 protein RER1 [Aplysia californica]"	"XP_006819210.1 PREDICTED: LOW QUALITY PROTEIN: protein RER1-like [Saccoglossus kowalevskii]"	0
"PladumEVm030865"	"PladumEVm030865"	1.67956369708109	2.4527767281364	28.7243678713262	8.34470948207542e-08	4.2132341704369e-06	"sp|Q9ESF4|LFG1_MOUSE Protein lifeguard 1 OS=Mus musculus OX=10090 GN=Grina PE=2 SV=1"	"NP_001009184.1 protein lifeguard 1 [Homo sapiens]"	"gi|24653227|ref|NP_725240.1| N-methyl-D-aspartate receptor-associated protein, isoform F [Drosophila melanogaster]"	"XP_035824837.1 protein lifeguard 1 [Aplysia californica]"	"XP_006825528.1 PREDICTED: protein lifeguard 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm013245"	"PladumEVm013245"	1.38857160246075	3.93220413959594	28.5925083663684	8.93271162723976e-08	4.49064764811698e-06	"sp|Q9JHU9|INO1_MOUSE Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1"	"NP_057452.1 inositol-3-phosphate synthase 1 isoform 1 [Homo sapiens]"	"gi|17137626|ref|NP_477405.1| inos [Drosophila melanogaster]"	"XP_035824412.1 inositol-3-phosphate synthase isoform X1 [Aplysia californica]"	"XP_002739775.1 PREDICTED: inositol-3-phosphate synthase 1-A-like [Saccoglossus kowalevskii]"	0
"PladumEVm015717"	"PladumEVm015717"	1.21533247992419	5.12987774643381	28.3192658043198	1.028670853665e-07	5.14821240411567e-06	"sp|Q8BN59|LARP6_MOUSE La-related protein 6 OS=Mus musculus OX=10090 GN=Larp6 PE=1 SV=1"	"NP_060827.2 la-related protein 6 isoform 1 [Homo sapiens]"	"gi|24653647|ref|NP_610964.1| uncharacterized protein Dmel_CG17386, isoform A [Drosophila melanogaster]"	"XP_005095717.1 la-related protein 6 [Aplysia californica]"	"XP_002741728.1 PREDICTED: la-related protein 6-like [Saccoglossus kowalevskii]"	8
"PladumEVm016322"	"PladumEVm016322"	1.3298128059201	2.48930652318804	28.1053074808269	1.14890350886473e-07	5.7100340961913e-06	"."	"."	"."	"."	"."	2
"PladumEVm004654"	"PladumEVm004654"	-1.55033934787821	2.55192782864268	28.0839828739666	1.16163287707252e-07	5.76509816648251e-06	"sp|A2AVA0|SVEP1_MOUSE Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Svep1 PE=1 SV=1"	"NP_699197.3 sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor [Homo sapiens]"	"gi|24641465|ref|NP_511136.2| furrowed, isoform A [Drosophila melanogaster]"	"XP_012938062.1 sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 [Aplysia californica]"	"XP_006814579.1 PREDICTED: sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Saccoglossus kowalevskii]"	1
"PladumEVm030761"	"PladumEVm030761"	1.88342495051241	1.93955121326886	28.0487694252506	1.18296309743876e-07	5.84604634532004e-06	"."	"."	"."	"XP_005098488.1 uncharacterized protein LOC101858492 [Aplysia californica]"	"XP_002731043.1 PREDICTED: uncharacterized protein LOC100377605 [Saccoglossus kowalevskii]"	0
"PladumEVm021904"	"PladumEVm021904"	1.42697136466595	2.64955007226789	27.8437588312057	1.31517629087007e-07	6.45378432959401e-06	"tr|A0A0A6YVV7|A0A0A6YVV7_MOUSE E3 ubiquitin-protein ligase COP1 (Fragment) OS=Mus musculus OX=10090 GN=Cop1 PE=1 SV=1"	"XP_011508183.1 E3 ubiquitin-protein ligase COP1 isoform X7 [Homo sapiens]"	"gi|21357313|ref|NP_649596.1| degringolade, isoform A [Drosophila melanogaster]"	"XP_005097449.1 uncharacterized protein LOC101855943 isoform X1 [Aplysia californica]"	"XP_006811660.1 PREDICTED: tripartite motif-containing protein 12A-like [Saccoglossus kowalevskii]"	0
"PladumEVm003961"	"PladumEVm003961"	-1.27796722893103	8.47236251865057	27.754691531411	1.37713831067881e-07	6.72948747367927e-06	"sp|Q80T79|CSMD3_MOUSE CUB and sushi domain-containing protein 3 OS=Mus musculus OX=10090 GN=Csmd3 PE=1 SV=3"	"XP_011515117.1 CUB and sushi domain-containing protein 3 isoform X7 [Homo sapiens]"	"gi|161077775|ref|NP_001096961.1| furrowed, isoform B [Drosophila melanogaster]"	"XP_012934778.1 protein lev-9 [Aplysia californica]"	"XP_006821958.1 PREDICTED: CUB and sushi domain-containing protein 3-like [Saccoglossus kowalevskii]"	3
"PladumEVm017481"	"PladumEVm017481"	1.4215640390482	2.87771935054986	27.3715915443165	1.67879449214328e-07	8.13528443287016e-06	"sp|Q8R2E9|ERO1B_MOUSE ERO1-like protein beta OS=Mus musculus OX=10090 GN=Ero1b PE=1 SV=1"	"NP_063944.3 ERO1-like protein beta precursor [Homo sapiens]"	"gi|24657303|ref|NP_647865.2| endoplasmic reticulum oxidoreductin-1-like [Drosophila melanogaster]"	"XP_005097920.1 ERO1-like protein alpha isoform X2 [Aplysia californica]"	"XP_006822898.1 PREDICTED: ERO1-like protein alpha-like [Saccoglossus kowalevskii]"	0
"PladumEVm062576"	"PladumEVm062576"	1.41129777267679	4.58910478272891	27.3551658628597	1.69311530691974e-07	8.19331796516191e-06	"tr|A0A2I3BRW0|A0A2I3BRW0_MOUSE Microsomal signal peptidase 12 kDa subunit OS=Mus musculus OX=10090 GN=Spcs1 PE=1 SV=1"	"NP_054760.4 signal peptidase complex subunit 1 [Homo sapiens]"	"gi|28572026|ref|NP_788760.1| spase 12-subunit [Drosophila melanogaster]"	"XP_005109067.1 signal peptidase complex subunit 1 [Aplysia californica]"	"XP_002733632.1 PREDICTED: signal peptidase complex subunit 1-like [Saccoglossus kowalevskii]"	2
"PladumEVm126204"	"PladumEVm126204"	-1.75981798984634	2.63222111540889	26.8954502030156	2.14763866923992e-07	1.02368823280455e-05	"."	"."	"."	"."	"."	1
"PladumEVm040218"	"PladumEVm040218"	1.48533193510227	4.73227508190158	26.3298547113118	2.87805225727184e-07	1.32835228291705e-05	"tr|E0CX98|E0CX98_MOUSE Bax inhibitor 1 (Fragment) OS=Mus musculus OX=10090 GN=Tmbim6 PE=1 SV=1"	"XP_024304942.1 bax inhibitor 1 isoform X2 [Homo sapiens]"	"gi|21355991|ref|NP_648205.1| Bax Inhibitor-1, isoform A [Drosophila melanogaster]"	"XP_005108925.1 probable Bax inhibitor 1 [Aplysia californica]"	"XP_006813948.1 PREDICTED: bax inhibitor 1-like, partial [Saccoglossus kowalevskii]"	0
"PladumEVm003686"	"PladumEVm003686"	1.38834746243846	5.76848147662505	26.2176611381652	3.05020122791017e-07	1.40224974607833e-05	"tr|F6XZS9|F6XZS9_MOUSE Sterol regulatory element-binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Srebf1 PE=1 SV=1"	"NP_004167.3 sterol regulatory element-binding protein 1 isoform b [Homo sapiens]"	"gi|24666960|ref|NP_730449.1| sterol regulatory element binding protein, isoform A [Drosophila melanogaster]"	"XP_012940196.2 sterol regulatory element-binding protein 1 [Aplysia californica]"	"XP_006820383.1 PREDICTED: SREB transcription factor isoform X1 [Saccoglossus kowalevskii]"	0
"PladumEVm073049"	"PladumEVm073049"	1.43526675677654	3.63526893552987	26.2112049381251	3.06041591825795e-07	1.40509686948771e-05	"sp|P46978|STT3A_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Mus musculus OX=10090 GN=Stt3a PE=1 SV=1"	"NP_001265433.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A isoform b [Homo sapiens]"	"gi|20129103|ref|NP_608425.1| CG1518, isoform A [Drosophila melanogaster]"	"XP_005108238.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A [Aplysia californica]"	"XP_002739605.1 PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like [Saccoglossus kowalevskii]"	2
"PladumEVm037010"	"PladumEVm037010"	1.35469845068839	4.17342077485038	26.1969319104637	3.08311988002731e-07	1.41181029473492e-05	"sp|P57759|ERP29_MOUSE Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2"	"NP_006808.1 endoplasmic reticulum resident protein 29 isoform 1 precursor [Homo sapiens]"	"gi|24655535|ref|NP_725867.1| windbeutel, isoform A [Drosophila melanogaster]"	"XP_005102188.1 endoplasmic reticulum resident protein 29 [Aplysia californica]"	"XP_002736824.1 PREDICTED: endoplasmic reticulum resident protein 29-like [Saccoglossus kowalevskii]"	2
"PladumEVm018199"	"PladumEVm018199"	-1.75295371152936	2.80845639465784	26.1817866209159	3.10739599716435e-07	1.42106425058803e-05	"tr|E9PX70|E9PX70_MOUSE Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=1 SV=1"	"XP_016869298.1 collagen alpha-1(XIV) chain isoform X1 [Homo sapiens]"	"gi|45550664|ref|NP_649200.2| golden goal [Drosophila melanogaster]"	"XP_035826806.1 uncharacterized protein LOC101848762 [Aplysia californica]"	"XP_002732834.1 PREDICTED: collagen alpha-1(XII) chain-like [Saccoglossus kowalevskii]"	8
"PladumEVm093884"	"PladumEVm093884"	-1.34220261991027	4.295974842198	26.0902946891578	3.25817635822676e-07	1.48612824778179e-05	"."	"."	"."	"."	"."	10
"PladumEVm033233"	"PladumEVm033233"	1.17793854770403	6.75854732741271	25.8899498319274	3.61446100275841e-07	1.62949229645647e-05	"sp|Q8BW74|HLF_MOUSE Hepatic leukemia factor OS=Mus musculus OX=10090 GN=Hlf PE=2 SV=1"	"NP_001317304.1 hepatic leukemia factor isoform 2 [Homo sapiens]"	"gi|281365800|ref|NP_729298.2| PAR-domain protein 1, isoform I [Drosophila melanogaster]"	"XP_005103540.1 uncharacterized protein LOC101858288 isoform X2 [Aplysia californica]"	"XP_002739166.1 PREDICTED: thyrotroph embryonic factor-like [Saccoglossus kowalevskii]"	8
"PladumEVm003234"	"PladumEVm003234"	1.52767912327775	2.90327905285323	25.8561898086687	3.67823280255778e-07	1.64972754670817e-05	"sp|Q9Z2B5|E2AK3_MOUSE Eukaryotic translation initiation factor 2-alpha kinase 3 OS=Mus musculus OX=10090 GN=Eif2ak3 PE=1 SV=1"	"NP_004827.4 eukaryotic translation initiation factor 2-alpha kinase 3 isoform 1 precursor [Homo sapiens]"	"gi|21356925|ref|NP_649538.1| pancreatic eIF-2alpha kinase, isoform A [Drosophila melanogaster]"	"XP_012935928.1 eukaryotic translation initiation factor 2-alpha kinase [Aplysia californica]"	"XP_006816745.1 PREDICTED: eukaryotic translation initiation factor 2-alpha kinase 3-like [Saccoglossus kowalevskii]"	6
"PladumEVm018446"	"PladumEVm018446"	1.55799648637365	3.61602406065575	25.8348286954407	3.71916476897821e-07	1.66381431323085e-05	"sp|Q9QWR8|NAGAB_MOUSE Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2"	"NP_001349779.1 alpha-N-acetylgalactosaminidase precursor [Homo sapiens]"	"gi|24583253|ref|NP_609354.1| CG5731 [Drosophila melanogaster]"	"XP_035828654.1 alpha-N-acetylgalactosaminidase isoform X3 [Aplysia californica]"	"XP_002733825.2 PREDICTED: alpha-N-acetylgalactosaminidase-like [Saccoglossus kowalevskii]"	2
"PladumEVm047269"	"PladumEVm047269"	1.3350622001884	5.56196879576725	25.8167074221042	3.75424637619213e-07	1.67736079460073e-05	"sp|P24369|PPIB_MOUSE Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2"	"NP_000933.1 peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]"	"gi|20130249|ref|NP_611695.1| CG2852, isoform A [Drosophila melanogaster]"	"XP_005104908.1 peptidyl-prolyl cis-trans isomerase B [Aplysia californica]"	"XP_002735150.1 PREDICTED: peptidyl-prolyl cis-trans isomerase B-like [Saccoglossus kowalevskii]"	1
"PladumEVm005908"	"PladumEVm005908"	1.34577563708703	3.08865257813411	25.7857082261066	3.81502965018573e-07	1.69584377796233e-05	"sp|Q80SX5|OTOP2_MOUSE Proton channel OTOP2 OS=Mus musculus OX=10090 GN=Otop2 PE=2 SV=1"	"NP_819056.1 proton channel OTOP1 [Homo sapiens]"	"gi|939627787|ref|NP_001303575.1| uncharacterized protein Dmel_CG42265, isoform F [Drosophila melanogaster]"	"XP_012937494.1 proton channel OtopLc [Aplysia californica]"	"XP_006819755.1 PREDICTED: otopetrin-2-like [Saccoglossus kowalevskii]"	0
"PladumEVm093693"	"PladumEVm093693"	1.28343771953449	2.5861654697557	25.5967529062259	4.20746825069254e-07	1.85846691796393e-05	"sp|O35623|BET1_MOUSE BET1 homolog OS=Mus musculus OX=10090 GN=Bet1 PE=1 SV=1"	"NP_005859.1 BET1 homolog isoform 1 [Homo sapiens]"	"gi|21357657|ref|NP_649096.1| BET1 ortholog, isoform A [Drosophila melanogaster]"	"XP_005099527.1 BET1 homolog [Aplysia californica]"	"XP_006818810.1 PREDICTED: BET1 homolog [Saccoglossus kowalevskii]"	3
"PladumEVm014162"	"PladumEVm014162"	1.40174901936976	3.18844091014955	25.5661289929794	4.27477731011063e-07	1.88106353196417e-05	"sp|P43135|COT2_MOUSE COUP transcription factor 2 OS=Mus musculus OX=10090 GN=Nr2f2 PE=1 SV=2"	"XP_011520177.1 nuclear receptor ROR-alpha isoform X2 [Homo sapiens]"	"gi|28573924|ref|NP_788303.1| hormone receptor-like in 46, isoform A [Drosophila melanogaster]"	"XP_012935014.1 nuclear receptor ROR-gamma [Aplysia californica]"	"XP_006817205.1 PREDICTED: nuclear receptor subfamily 1 group D member 2-like, partial [Saccoglossus kowalevskii]"	0
"PladumEVm010075"	"PladumEVm010075"	1.43353093348007	3.23101628637108	25.5473043380467	4.31668712909416e-07	1.89711612079774e-05	"."	"."	"."	"."	"."	4
"PladumEVm023920"	"PladumEVm023920"	1.5122945360584	3.12178192468224	25.4664323145153	4.50147172595118e-07	1.97088872973695e-05	"sp|A6H6A4|LRIQ4_MOUSE Leucine-rich repeat and IQ domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrriq4 PE=2 SV=1"	"NP_001371072.1 E3 ubiquitin-protein ligase LRSAM1 isoform 3 [Homo sapiens]"	"gi|19922706|ref|NP_611605.1| uncharacterized protein Dmel_CG10307, isoform A [Drosophila melanogaster]"	"XP_005095415.1 leucine-rich repeat-containing protein 40 [Aplysia californica]"	"XP_006812394.1 PREDICTED: leucine-rich repeat protein soc-2 homolog [Saccoglossus kowalevskii]"	9
"PladumEVm015525"	"PladumEVm015525"	1.33053080964562	3.21865191877177	25.4183627197607	4.61504245381871e-07	2.01556210367465e-05	"tr|G3UW81|G3UW81_MOUSE Cytochrome P450, family 4, subfamily f, polypeptide 40 OS=Mus musculus OX=10090 GN=Cyp4f40 PE=1 SV=1"	"XP_011525995.1 cytochrome P450 4F22 isoform X1 [Homo sapiens]"	"gi|17864130|ref|NP_524598.1| cytochrome P450-4c3 [Drosophila melanogaster]"	"XP_035826712.1 cytochrome P450 4F22 [Aplysia californica]"	"XP_002741860.1 PREDICTED: cytochrome P450 4F6-like [Saccoglossus kowalevskii]"	0
"PladumEVm034874"	"PladumEVm034874"	1.63005154307204	6.5388082018426	25.3552497803209	4.7685285458558e-07	2.07740173146703e-05	"."	"."	"."	"."	"."	3
"PladumEVm032953"	"PladumEVm032953"	-1.66770884901816	4.73080816262475	25.0990595312834	5.4459412046834e-07	2.35198689431933e-05	"sp|Q8K385|FRRS1_MOUSE Ferric-chelate reductase 1 OS=Mus musculus OX=10090 GN=FRRS1 PE=1 SV=1"	"XP_011539754.1 ferric-chelate reductase 1 isoform X2 [Homo sapiens]"	"gi|665401252|ref|NP_001286472.1| CG8399, isoform B [Drosophila melanogaster]"	"XP_012942974.1 putative ferric-chelate reductase 1 homolog [Aplysia californica]"	"XP_006822624.1 PREDICTED: putative defense protein 1-like, partial [Saccoglossus kowalevskii]"	9
"PladumEVm011973"	"PladumEVm011973"	1.22290371271345	5.47613950652982	25.0352254194443	5.62924423166356e-07	2.4251561554882e-05	"sp|P35564|CALX_MOUSE Calnexin OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1"	"NP_001350928.1 calnexin isoform f precursor [Homo sapiens]"	"gi|442621671|ref|NP_001036766.2| calnexin 99A, isoform E [Drosophila melanogaster]"	"XP_035825460.1 calnexin isoform X2 [Aplysia californica]"	"XP_002735033.1 PREDICTED: calnexin-like [Saccoglossus kowalevskii]"	2
"PladumEVm012600"	"PladumEVm012600"	1.5647510451182	3.40937290762372	24.9866776825345	5.7727820665929e-07	2.48087617004538e-05	"sp|Q9JJD0|THA11_MOUSE THAP domain-containing protein 11 OS=Mus musculus OX=10090 GN=Thap11 PE=1 SV=1"	"NP_689871.1 THAP domain-containing protein 8 isoform a [Homo sapiens]"	"."	"XP_012945415.2 uncharacterized protein LOC106013657 [Aplysia californica]"	"XP_006815646.1 PREDICTED: uncharacterized protein LOC102808338 [Saccoglossus kowalevskii]"	0
"PladumEVm004632"	"PladumEVm004632"	1.28110969833538	3.59504515414872	24.912647859795	5.99875733003293e-07	2.56223205811761e-05	"sp|Q8BPI1|KTU_MOUSE Protein kintoun OS=Mus musculus OX=10090 GN=Dnaaf2 PE=1 SV=2"	"NP_001077377.1 protein kintoun isoform 2 [Homo sapiens]"	"gi|24586373|ref|NP_610324.2| Nop17 like, isoform A [Drosophila melanogaster]"	"XP_005097915.2 protein kintoun [Aplysia californica]"	"XP_002741766.1 PREDICTED: protein kintoun-like [Saccoglossus kowalevskii]"	4
